年度,地區別,蔬菜類別,種植面積,收穫面積,每公頃平均產量,產量
2020,苗栗縣,茄子,9.79,9.79,9145.863,89.538
2020,彰化縣,茄子,203.93,203.93,24730.403,5043.271
2020,南投縣,茄子,207.18,207.18,31667.318,6560.835
2020,雲林縣,茄子,101.24,101.24,23804.919,2410.01
2020,嘉義縣,茄子,17.53,17.53,23733.257,416.044
2020,屏東縣,茄子,624.18,623.63,28449.978,17742.26
2020,台東縣,茄子,2.96,2.96,16598.649,49.132
2020,花蓮縣,茄子,23.37,23.37,15398.631,359.866
2020,澎湖縣,茄子,-,-,-,-
2020,基隆市,茄子,0.48,0.48,9989.583,4.795
2020,新竹市,茄子,0.53,0.53,9028.302,4.785
2020,嘉義市,茄子,-,-,-,-
2020,金門縣,茄子,0.33,0.33,16609.091,5.481
2020,連江縣,茄子,-,-,-,-
2020,新北市,菜豆,31.38,31.38,9561.632,300.044
2020,台北市,菜豆,2.83,2.83,8837.102,25.009
2020,桃園市,菜豆,3.33,3.33,11515.916,38.348
2020,台中市,菜豆,7.31,7.31,10641.176,77.787
2020,台南市,菜豆,5.8,5.8,12275,71.195
2020,高雄市,菜豆,196.83,196.63,13488.756,2652.294
2020,宜蘭縣,菜豆,2.82,2.82,18860.284,53.186
2020,新竹縣,菜豆,2.39,2.39,11523.013,27.54
2020,苗栗縣,菜豆,12.82,12.82,9870.125,126.535
2020,彰化縣,菜豆,83.88,83.88,13958.798,1170.864
2020,南投縣,菜豆,16.69,16.69,11058.119,184.56
2020,雲林縣,菜豆,97.38,97.38,11987.256,1167.319
2020,嘉義縣,菜豆,36.02,36.02,10579.4,381.07
2020,屏東縣,菜豆,328.9,328.9,10754.688,3537.217
2020,台東縣,菜豆,6.36,6.36,12736.792,81.006
2020,花蓮縣,菜豆,8.68,8.68,10464.977,90.836
2020,澎湖縣,菜豆,14.28,14.28,6999.93,99.959
2020,基隆市,菜豆,0.14,0.14,9385.714,1.314
2020,新竹市,菜豆,0.8,0.8,8500,6.8
2020,嘉義市,菜豆,0.2,0.2,15000,3
2020,金門縣,菜豆,0.38,0.38,15594.737,5.926
2020,連江縣,菜豆,-,-,-,-
2020,新北市,豌豆,3.53,3.53,9209.632,32.51
2020,台北市,豌豆,0.96,0.96,7578.125,7.275
2020,桃園市,豌豆,0.92,0.92,7643.478,7.032
2020,台中市,豌豆,6.62,6.62,12119.789,80.233
2020,台南市,豌豆,0.9,0.9,6272.222,5.645
2020,高雄市,豌豆,0.49,0.49,7710.204,3.778
2020,宜蘭縣,豌豆,0.02,0.02,7500,0.15
2020,新竹縣,豌豆,1.04,1.04,6846.154,7.12
2020,苗栗縣,豌豆,3.29,3.29,8887.234,29.239
2020,彰化縣,豌豆,356.65,356.65,9454.919,3372.097
2020,南投縣,豌豆,27.21,27.21,9290.849,252.804
2020,雲林縣,豌豆,12.84,12.84,7587.15,97.419
2020,嘉義縣,豌豆,1.2,1.2,7708.333,9.25
2020,屏東縣,豌豆,-,-,-,-
2020,台東縣,豌豆,1.57,1.57,8000,12.56
2020,花蓮縣,豌豆,1.16,1.16,7887.931,9.15
2020,澎湖縣,豌豆,-,-,-,-
2020,基隆市,豌豆,-,-,-,-
2020,新竹市,豌豆,0.01,0.01,6000,0.06
2020,嘉義市,豌豆,-,-,-,-
2020,金門縣,豌豆,-,-,-,-
2020,連江縣,豌豆,-,-,-,-
2020,新北市,毛豆,-,-,-,-
2020,台北市,毛豆,-,-,-,-
2020,桃園市,毛豆,0.03,0.03,7333.333,0.22
2020,台中市,毛豆,3.22,3.22,10410.248,33.521
2020,台南市,毛豆,78.37,78.37,6699.324,525.026
2020,高雄市,毛豆,1527.22,1527.22,12876.407,19665.106
2020,宜蘭縣,毛豆,2.37,2.37,10978.903,26.02
2020,新竹縣,毛豆,-,-,-,-
2020,苗栗縣,毛豆,-,-,-,-
2020,彰化縣,毛豆,158.78,158.78,9950.309,1579.91
2020,南投縣,毛豆,0.3,0.3,8000,2.4
2020,雲林縣,毛豆,954.42,954.42,8978.749,8569.498
2020,嘉義縣,毛豆,845.33,845.33,8708.301,7361.388
2020,屏東縣,毛豆,4612.04,4612.04,8215.19,37888.784
2020,台東縣,毛豆,0.8,0.8,8000,6.4
2020,花蓮縣,毛豆,2,2,8500,17
2020,澎湖縣,毛豆,-,-,-,-
2020,基隆市,毛豆,-,-,-,-
2020,新竹市,毛豆,-,-,-,-
2020,嘉義市,毛豆,-,-,-,-
2020,金門縣,毛豆,-,-,-,-
2020,連江縣,毛豆,-,-,-,-
2020,新北市,番茄,2.17,2.07,12838.164,26.575
2020,台北市,番茄,18.18,18.18,13819.582,251.24
2020,桃園市,番茄,14.41,14.41,16496.877,237.72
2020,台中市,番茄,101.64,101.64,23157.192,2353.697
2020,台南市,番茄,509.67,509.67,27881.066,14210.143
2020,高雄市,番茄,496.71,496.71,25975.398,12902.24
2020,宜蘭縣,番茄,64.82,64.82,25682.274,1664.725
2020,新竹縣,番茄,67.22,67.22,20587.355,1383.882
2020,苗栗縣,番茄,181.3,175.2,19521.946,3420.245
2020,彰化縣,番茄,262.42,262.42,26298.274,6901.193
2020,南投縣,番茄,667.76,667.76,25190.281,16821.062
2020,雲林縣,番茄,489.21,489.21,25480.403,12465.268
2020,嘉義縣,番茄,903.41,903.41,22260.624,20110.47
2020,屏東縣,番茄,80.45,80.45,25970.528,2089.329
2020,台東縣,番茄,61.66,61.66,26142.394,1611.94
2020,花蓮縣,番茄,61.77,61.57,14523.518,894.213
2020,澎湖縣,番茄,7.69,7.69,10585.306,81.401
2020,基隆市,番茄,-,-,-,-
2020,新竹市,番茄,0.69,0.69,16391.304,11.31
2020,嘉義市,番茄,6.48,6.48,22078.704,143.07
2020,金門縣,番茄,1.11,1.11,20788.288,23.075
2020,連江縣,番茄,-,-,-,-
2020,新北市,番椒,2.36,2.36,8626.695,20.359
2020,台北市,番椒,9.24,9.24,10072.294,93.068
2020,桃園市,番椒,4.66,4.66,7880.687,36.724
2020,台中市,番椒,106.93,106.93,10302.142,1101.608
2020,台南市,番椒,137.5,137.5,9012.08,1239.161
2020,高雄市,番椒,193.37,193.07,9344.916,1804.223
2020,宜蘭縣,番椒,6.13,6.13,13242.251,81.175
2020,新竹縣,番椒,34.33,34.33,12314.448,422.755
2020,苗栗縣,番椒,22.17,22.17,8583.446,190.295
2020,彰化縣,番椒,89.18,89.18,9897.556,882.664
2020,南投縣,番椒,628.17,628.17,16005.093,10053.919
2020,雲林縣,番椒,375.1,375.1,13008.211,4879.38
2020,嘉義縣,番椒,518.11,518.11,9707.217,5029.406
2020,屏東縣,番椒,330.18,330.18,10099.927,3334.794
2020,台東縣,番椒,49.65,49.65,6085.841,302.162
2020,花蓮縣,番椒,67.5,66.55,8453.208,562.561
2020,澎湖縣,番椒,2.2,2.2,5728.636,12.603
2020,基隆市,番椒,-,-,-,-
2020,新竹市,番椒,-,-,-,-
2020,嘉義市,番椒,2.9,2.9,8586.207,24.9
2020,金門縣,番椒,-,-,-,-
2020,連江縣,番椒,-,-,-,-
2020,新北市,洋香瓜,0.02,0.02,30750,0.615
2020,台北市,洋香瓜,0.08,0.08,8000,0.64
2020,桃園市,洋香瓜,36.36,36.36,11681.931,424.755
2020,台中市,洋香瓜,3.07,3.07,11784.691,36.179
2020,台南市,洋香瓜,1038.87,1037.47,13049.835,13538.812
2020,高雄市,洋香瓜,182.55,182.55,13735.946,2507.497
2020,宜蘭縣,洋香瓜,37.41,37.41,7204.223,269.51
2020,新竹縣,洋香瓜,12.82,12.82,15366.615,197
2020,苗栗縣,洋香瓜,1.49,1.49,12381.208,18.448
2020,彰化縣,洋香瓜,107.65,107.65,18693.739,2012.381
2020,南投縣,洋香瓜,1.8,1.8,14181.667,25.527
2020,雲林縣,洋香瓜,143.44,143.44,18111.468,2597.909
2020,嘉義縣,洋香瓜,214.75,214.75,13206.31,2836.055
2020,屏東縣,洋香瓜,153.06,153.06,14510.956,2221.047
2020,台東縣,洋香瓜,0.3,0.3,6800,2.04
2020,花蓮縣,洋香瓜,0.45,0.45,6851.111,3.083
2020,澎湖縣,洋香瓜,35.25,35.25,7753.787,273.321
2020,基隆市,洋香瓜,-,-,-,-
2020,新竹市,洋香瓜,-,-,-,-
2020,嘉義市,洋香瓜,-,-,-,-
2020,金門縣,洋香瓜,-,-,-,-
2020,連江縣,洋香瓜,-,-,-,-
2020,新北市,西瓜,59.14,59.14,14855.918,878.579
2020,台北市,西瓜,-,-,-,-
2020,桃園市,西瓜,169.29,169.29,17232.329,2917.261
2020,台中市,西瓜,316.62,316.62,22659.819,7174.552
2020,台南市,西瓜,1240.33,1240.33,12604.08,15633.218
2020,高雄市,西瓜,613.8,613.8,14830.841,9103.17
2020,宜蘭縣,西瓜,743.25,743.25,27831.524,20685.78
2020,新竹縣,西瓜,44.11,44.11,18442.53,813.5
2020,苗栗縣,西瓜,231.03,231.03,14601.368,3373.354
2020,彰化縣,西瓜,270.61,270.61,22582.296,6110.995
2020,南投縣,西瓜,26.9,26.9,16243.866,436.96
2020,雲林縣,西瓜,1408.7,1408.7,21023.639,29616
2020,嘉義縣,西瓜,462.74,462.74,15387.764,7120.534
2020,屏東縣,西瓜,664.54,664.54,18169.757,12074.53
2020,台東縣,西瓜,48.68,48.68,21308.135,1037.28
2020,花蓮縣,西瓜,1869.8,1869.8,24709.867,46202.509
2020,澎湖縣,西瓜,41.38,41.38,7204.495,298.122
2020,基隆市,西瓜,-,-,-,-
2020,新竹市,西瓜,1.61,1.61,13515.528,21.76
2020,嘉義市,西瓜,0.02,0.02,16000,0.32
2020,金門縣,西瓜,0.17,0.17,14500,2.465
2020,連江縣,西瓜,-,-,-,-
2020,新北市,香瓜,4.27,4.27,8789.93,37.533
2020,台北市,香瓜,0.19,0.19,8015.789,1.523
2020,桃園市,香瓜,27.41,27.41,11450.784,313.866
2020,台中市,香瓜,28.11,28.11,11244.682,316.088
2020,台南市,香瓜,64.58,64.58,11623.212,750.627
2020,高雄市,香瓜,547.36,547.36,11947.289,6539.468
2020,宜蘭縣,香瓜,52.13,52.13,11399.655,594.264
2020,新竹縣,香瓜,4.62,4.62,14422.078,66.63
2020,苗栗縣,香瓜,38.16,38.16,7757.023,296.008
2020,彰化縣,香瓜,146.02,146.02,13674.976,1996.82
2020,南投縣,香瓜,1.84,1.84,11875,21.85
2020,雲林縣,香瓜,445.37,445.37,16016.705,7133.36
2020,嘉義縣,香瓜,262.75,262.75,12657.328,3325.713
2020,屏東縣,香瓜,443.49,443.49,12857.668,5702.247
2020,台東縣,香瓜,-,-,-,-
2020,花蓮縣,香瓜,1.45,1.45,10637.931,15.425
2020,澎湖縣,香瓜,-,-,-,-
2020,基隆市,香瓜,-,-,-,-
2020,新竹市,香瓜,-,-,-,-
2020,嘉義市,香瓜,1.93,1.93,11818.653,22.81
2020,金門縣,香瓜,-,-,-,-
2020,連江縣,香瓜,-,-,-,-
2020,新北市,草莓,0.95,0.95,11121.053,10.565
2020,台北市,草莓,6.2,6.2,9000,55.8
2020,桃園市,草莓,4.13,4.13,10996.368,45.415
2020,台中市,草莓,8.7,8.7,11748.046,102.208
2020,台南市,草莓,4.8,4.8,13166.667,63.2
2020,高雄市,草莓,4.16,4.16,10468.75,43.55
2020,宜蘭縣,草莓,0.38,0.38,12578.947,4.78
2020,新竹縣,草莓,13.85,13.85,9532.419,132.024
2020,苗栗縣,草莓,464.79,464.79,19795.734,9200.859
2020,彰化縣,草莓,1.61,1.61,10000,16.1
2020,南投縣,草莓,8.8,8.8,13022.727,114.6
2020,雲林縣,草莓,2.38,2.38,5942.437,14.143
2020,嘉義縣,草莓,3.78,3.78,11730.159,44.34
2020,屏東縣,草莓,0.25,0.25,9000,2.25
2020,台東縣,草莓,0.32,0.32,11000,3.52
2020,花蓮縣,草莓,1.8,1.8,8500,15.3
2020,澎湖縣,草莓,0.01,0.01,3800,0.038
2020,基隆市,草莓,-,-,-,-
2020,新竹市,草莓,-,-,-,-
2020,嘉義市,草莓,0.4,0.4,13000,5.2
2020,金門縣,草莓,-,-,-,-
2020,連江縣,草莓,-,-,-,-
2020,新北市,其他果菜類,339.24,322.4,13365.822,4309.141
2020,台北市,其他果菜類,62.26,62.26,11001.574,684.958
2020,桃園市,其他果菜類,177.06,177.06,14225.071,2518.691
2020,台中市,其他果菜類,180.17,180.17,12803.547,2306.815
2020,台南市,其他果菜類,1749.41,1749.41,16575.598,28997.517
2020,高雄市,其他果菜類,1188.22,1186.92,15439.667,18325.649
2020,宜蘭縣,其他果菜類,164.04,164.04,19671.69,3226.944
2020,新竹縣,其他果菜類,98.91,98.91,11624.173,1149.747
2020,苗栗縣,其他果菜類,247.67,247.67,13662.672,3383.834
2020,彰化縣,其他果菜類,503.25,503.25,19506.647,9816.72
2020,南投縣,其他果菜類,1343.14,1343.14,13664.404,18353.207
2020,雲林縣,其他果菜類,1061.33,1061.33,19537.508,20735.743
2020,嘉義縣,其他果菜類,1397.88,1397.88,16173.989,22609.296
2020,屏東縣,其他果菜類,1435.65,1435.35,14509.583,20826.33
2020,台東縣,其他果菜類,287.76,287.76,16809.709,4837.162
2020,花蓮縣,其他果菜類,799.96,796.41,14620.68,11644.056
2020,澎湖縣,其他果菜類,41.74,41.74,8198.059,342.187
2020,基隆市,其他果菜類,6.79,6.79,9833.873,66.772
2020,新竹市,其他果菜類,5.96,5.96,11540.436,68.781
2020,嘉義市,其他果菜類,12.21,12.21,16880.999,206.117
2020,金門縣,其他果菜類,1.1,1.1,20294.545,22.324
2020,連江縣,其他果菜類,-,-,-,-
2019,新北市,蘿蔔,80.8,77.77,31164.8450559342,2423.69
2019,台北市,蘿蔔,40.89,40.89,13229.3714844705,540.949
2019,桃園市,蘿蔔,35.55,35.55,20257.1026722925,720.14
2019,台中市,蘿蔔,95.34,95.34,26617.3799035033,2537.701
2019,台南市,蘿蔔,116.13,116.13,46583.9834668044,5409.798
2019,高雄市,蘿蔔,378.82,378.82,27984.8740826778,10601.23
2019,宜蘭縣,蘿蔔,29.14,29.14,33593.3768016472,978.911
2019,新竹縣,蘿蔔,94.52,94.52,16188.531527719,1530.14
2019,苗栗縣,蘿蔔,69.02,69.02,23060.5911330049,1591.642
2019,彰化縣,蘿蔔,373.6,373.6,41268.5465738758,15417.929
2019,南投縣,蘿蔔,132.7,132.7,20130.8289374529,2671.361
2019,雲林縣,蘿蔔,705.85,705.85,44698.9162003258,31550.73
2019,嘉義縣,蘿蔔,262,262,44729.1755725191,11719.044
2019,屏東縣,蘿蔔,21.16,21.16,19455.9073724008,411.687
2019,台東縣,蘿蔔,268.71,268.71,13079.598824011,3514.619
2019,花蓮縣,蘿蔔,25.07,24.87,17787.7764374749,442.382
2019,澎湖縣,蘿蔔,4.82,4.82,9699.17012448133,46.75
2019,基隆市,蘿蔔,1.06,1.06,9603.77358490566,10.18
2019,新竹市,蘿蔔,2.3,2.3,14532.1739130435,33.424
2019,嘉義市,蘿蔔,0.1,0.1,40000,4
2019,金門縣,蘿蔔,0.76,0.76,24751.3157894737,18.811
2019,連江縣,蘿蔔,0,0,0,0
2019,新北市,胡蘿蔔,7.8,7.8,19559.2307692308,152.562
2019,台北市,胡蘿蔔,12.68,12.68,9648.738170347,122.346
2019,桃園市,胡蘿蔔,1.6,1.6,16184.375,25.895
2019,台中市,胡蘿蔔,2.09,2.09,30504.7846889952,63.755
2019,台南市,胡蘿蔔,664.69,664.69,63998.9288239631,42539.448
2019,高雄市,胡蘿蔔,2.63,2.63,31676.8060836502,83.31
2019,宜蘭縣,胡蘿蔔,0.33,0.33,17509.0909090909,5.778
2019,新竹縣,胡蘿蔔,0.73,0.73,14602.7397260274,10.66
2019,苗栗縣,胡蘿蔔,1.63,1.63,17987.7300613497,29.32
2019,彰化縣,胡蘿蔔,542.37,542.37,41382.5617198591,22444.66
2019,南投縣,胡蘿蔔,0.5,0.5,18000,9
2019,雲林縣,胡蘿蔔,810.85,810.85,47009.524572979,38117.673
2019,嘉義縣,胡蘿蔔,2.45,2.45,25506.1224489796,62.49
2019,屏東縣,胡蘿蔔,0.5,0.5,28000,14
2019,台東縣,胡蘿蔔,2.66,2.66,35622.9323308271,94.757
2019,花蓮縣,胡蘿蔔,0.22,0.22,17272.7272727273,3.8
2019,澎湖縣,胡蘿蔔,9.52,9.52,11525.4201680672,109.722
2019,基隆市,胡蘿蔔,0,0,0,0
2019,新竹市,胡蘿蔔,0.28,0.28,10142.8571428571,2.84
2019,嘉義市,胡蘿蔔,0,0,0,0
2019,金門縣,胡蘿蔔,0.24,0.24,23970.8333333333,5.753
2019,連江縣,胡蘿蔔,0,0,0,0
2019,新北市,其他根菜類,0.44,0.44,15045.4545454545,6.62
2019,台北市,其他根菜類,0,0,0,0
2019,桃園市,其他根菜類,0.1,0.1,13000,1.3
2019,台中市,其他根菜類,2.3,2.3,18000,41.4
2019,台南市,其他根菜類,30.08,30.08,21086.7686170213,634.29
2019,高雄市,其他根菜類,126.62,126.62,18260.9224451114,2312.198
2019,宜蘭縣,其他根菜類,0.35,0.35,2400,0.84
2019,新竹縣,其他根菜類,15,15,18133.3333333333,272
2019,苗栗縣,其他根菜類,0,0,0,0
2019,彰化縣,其他根菜類,8.64,8.64,19238.4259259259,166.22
2019,南投縣,其他根菜類,0,0,0,0
2019,雲林縣,其他根菜類,170.61,170.61,24520.9542230819,4183.52
2019,嘉義縣,其他根菜類,66.2,66.2,20500,1357.1
2019,屏東縣,其他根菜類,101.58,101.58,20390.8544989171,2071.303
2019,台東縣,其他根菜類,0.3,0.3,11000,3.3
2019,花蓮縣,其他根菜類,3.38,3.38,10315.0887573965,34.865
2019,澎湖縣,其他根菜類,0,0,0,0
2019,基隆市,其他根菜類,0,0,0,0
2019,新竹市,其他根菜類,0,0,0,0
2019,嘉義市,其他根菜類,0,0,0,0
2019,金門縣,其他根菜類,0,0,0,0
2019,連江縣,其他根菜類,0,0,0,0
2019,新北市,薑,8.29,8.29,19151.8697225573,158.769
2019,台北市,薑,1.27,1.27,17218.1102362205,21.867
2019,桃園市,薑,12.7,12.7,37370.0787401575,474.6
2019,台中市,薑,64.49,64.49,20060.9706931307,1293.732
2019,台南市,薑,1.5,1.5,23800,35.7
2019,高雄市,薑,27.75,27.75,19878.7027027027,551.634
2019,宜蘭縣,薑,62.23,62.23,24472.280250683,1522.91
2019,新竹縣,薑,8.59,8.59,15006.9848661234,128.91
2019,苗栗縣,薑,90.03,90.03,20096.5233810952,1809.29
2019,彰化縣,薑,0.4,0.4,20000,8
2019,南投縣,薑,251.45,251.45,28074.5913700537,7059.356
2019,雲林縣,薑,15.13,15.13,24850.6278916061,375.99
2019,嘉義縣,薑,50.55,48.45,36522.786377709,1769.529
2019,屏東縣,薑,1.04,1.04,16488.4615384615,17.148
2019,台東縣,薑,202.12,201.82,28668.9723516004,5785.972
2019,花蓮縣,薑,89.11,88.16,33492.0598911071,2952.66
2019,澎湖縣,薑,0,0,0,0
2019,基隆市,薑,0,0,0,0
2019,新竹市,薑,0,0,0,0
2019,嘉義市,薑,1.3,1.3,15500,20.15
2019,金門縣,薑,0,0,0,0
2019,連江縣,薑,0,0,0,0
2019,新北市,芋,83.75,78.5,12624.9171974522,991.056
2019,台北市,芋,3.8,3.8,11056.0526315789,42.013
2019,桃園市,芋,6.74,6.74,13471.8100890208,90.8
2019,台中市,芋,880.61,880.61,17894.0302744688,15757.662
2019,台南市,芋,69.69,69.69,21002.0088965418,1463.63
2019,高雄市,芋,53.45,53.45,11954.2750233863,638.956
2019,宜蘭縣,芋,16.64,16.64,18651.6225961538,310.363
2019,新竹縣,芋,10.24,10.24,14664.0625,150.16
2019,苗栗縣,芋,613.17,613.17,21267.0254578665,13040.302
2019,彰化縣,芋,25.09,25.09,20431.0083698685,512.614
2019,南投縣,芋,17.79,17.79,14559.8650927487,259.02
2019,雲林縣,芋,64.21,64.21,19792.1196075378,1270.852
2019,嘉義縣,芋,33.64,33.64,16692.9250891795,561.55
2019,屏東縣,芋,463.43,459.63,16006.2811391772,7356.967
2019,台東縣,芋,127.83,127.83,6670.8988500352,852.741
2019,花蓮縣,芋,132.44,132.44,16312.5943823618,2160.44
2019,澎湖縣,芋,0.23,0.23,8347.82608695652,1.92
2019,基隆市,芋,0.21,0.21,9800,2.058
2019,新竹市,芋,3.1,3.1,13381.6129032258,41.483
2019,嘉義市,芋,2.14,2.14,15443.9252336449,33.05
2019,金門縣,芋,15.12,15.12,25311.044973545,382.703
2019,連江縣,芋,0,0,0,0
2019,新北市,馬鈴薯,0.27,0.27,18092.5925925926,4.885
2019,台北市,馬鈴薯,0,0,0,0
2019,桃園市,馬鈴薯,0.15,0.15,16800,2.52
2019,台中市,馬鈴薯,641.89,641.89,26443.3423172195,16973.717
2019,台南市,馬鈴薯,56.16,56.16,20365.5982905983,1143.732
2019,高雄市,馬鈴薯,0.76,0.76,15107.8947368421,11.482
2019,宜蘭縣,馬鈴薯,0.03,0.03,20000,0.6
2019,新竹縣,馬鈴薯,0,0,0,0
2019,苗栗縣,馬鈴薯,0.11,0.11,15000,1.65
2019,彰化縣,馬鈴薯,6.31,6.31,19066.5610142631,120.31
2019,南投縣,馬鈴薯,0.5,0.5,15150,7.575
2019,雲林縣,馬鈴薯,1114.35,1114.35,22178.4618836093,24714.569
2019,嘉義縣,馬鈴薯,754.31,754.31,25660.3863133195,19355.886
2019,屏東縣,馬鈴薯,0,0,0,0
2019,台東縣,馬鈴薯,0,0,0,0
2019,花蓮縣,馬鈴薯,0.3,0.3,13666.6666666667,4.1
2019,澎湖縣,馬鈴薯,0,0,0,0
2019,基隆市,馬鈴薯,0,0,0,0
2019,新竹市,馬鈴薯,0,0,0,0
2019,嘉義市,馬鈴薯,9,9,10500,94.5
2019,金門縣,馬鈴薯,0.5,0.5,21966,10.983
2019,連江縣,馬鈴薯,0,0,0,0
2019,新北市,蔥,77.66,77.66,13413.0054081895,1041.654
2019,台北市,蔥,11.37,11.37,11109.1468777485,126.311
2019,桃園市,蔥,30.42,30.42,16238.6587771203,493.98
2019,台中市,蔥,147.62,147.62,21166.2579596261,3124.563
2019,台南市,蔥,24.18,24.18,16324.6071133168,394.729
2019,高雄市,蔥,102.83,102.83,14885.189147136,1530.644
2019,宜蘭縣,蔥,566.65,566.65,24354.6016059296,13800.535
2019,新竹縣,蔥,30.09,30.09,16074.0445330675,483.668
2019,苗栗縣,蔥,41.56,41.56,15045.6689124158,625.298
2019,彰化縣,蔥,1769.02,1769.02,28036.9571853343,49597.938
2019,南投縣,蔥,74.09,74.09,11637.2789850182,862.206
2019,雲林縣,蔥,1272.95,1272.95,21656.8726187203,27568.116
2019,嘉義縣,蔥,46.41,46.41,16523.6371471666,766.862
2019,屏東縣,蔥,37,37,16630.2972972973,615.321
2019,台東縣,蔥,16.61,16.61,15980.433473811,265.435
2019,花蓮縣,蔥,21.98,21.98,12874.7042766151,282.986
2019,澎湖縣,蔥,21.99,21.99,7321.00954979536,160.989
2019,基隆市,蔥,1.19,1.19,9912.60504201681,11.796
2019,新竹市,蔥,3.46,3.46,14478.612716763,50.096
2019,嘉義市,蔥,0,0,0,0
2019,金門縣,蔥,0.67,0.67,18089.552238806,12.12
2019,連江縣,蔥,0,0,0,0
2019,新北市,蔥頭,0,0,0,0
2019,台北市,蔥頭,0,0,0,0
2019,桃園市,蔥頭,0,0,0,0
2019,台中市,蔥頭,0,0,0,0
2019,台南市,蔥頭,1051.72,1051.72,10353.9944091583,10889.503
2019,高雄市,蔥頭,0.17,0.17,7600,1.292
2019,宜蘭縣,蔥頭,0.89,0.89,9500,8.455
2019,新竹縣,蔥頭,0.04,0.04,8000,0.32
2019,苗栗縣,蔥頭,0,0,0,0
2019,彰化縣,蔥頭,0.33,0.33,9015.15151515152,2.975
2019,南投縣,蔥頭,0,0,0,0
2019,雲林縣,蔥頭,55.25,55.25,9195.47511312217,508.05
2019,嘉義縣,蔥頭,24.41,24.41,10286.3580499795,251.09
2019,屏東縣,蔥頭,0,0,0,0
2019,台東縣,蔥頭,0,0,0,0
2019,花蓮縣,蔥頭,0,0,0,0
2019,澎湖縣,蔥頭,0,0,0,0
2019,基隆市,蔥頭,0,0,0,0
2019,新竹市,蔥頭,0,0,0,0
2019,嘉義市,蔥頭,0,0,0,0
2019,金門縣,蔥頭,0,0,0,0
2019,連江縣,蔥頭,0,0,0,0
2019,新北市,洋蔥,0,0,0,0
2019,台北市,洋蔥,0,0,0,0
2019,桃園市,洋蔥,0,0,0,0
2019,台中市,洋蔥,0,0,0,0
2019,台南市,洋蔥,1.19,1.19,35258.8235294118,41.958
2019,高雄市,洋蔥,75.94,75.94,51929.286278641,3943.51
2019,宜蘭縣,洋蔥,0,0,0,0
2019,新竹縣,洋蔥,0,0,0,0
2019,苗栗縣,洋蔥,0,0,0,0
2019,彰化縣,洋蔥,294.7,294.7,54278.8123515439,15995.966
2019,南投縣,洋蔥,0,0,0,0
2019,雲林縣,洋蔥,288.26,288.26,43377.9573995698,12504.13
2019,嘉義縣,洋蔥,77.27,77.27,41054.7431085803,3172.3
2019,屏東縣,洋蔥,615.47,615.47,35664.6400311957,21950.516
2019,台東縣,洋蔥,8.4,8.4,43500,365.4
2019,花蓮縣,洋蔥,0,0,0,0
2019,澎湖縣,洋蔥,0,0,0,0
2019,基隆市,洋蔥,0,0,0,0
2019,新竹市,洋蔥,0,0,0,0
2019,嘉義市,洋蔥,0,0,0,0
2019,金門縣,洋蔥,0,0,0,0
2019,連江縣,洋蔥,0,0,0,0
2019,新北市,韭菜,26.37,26.37,13677.9294653015,360.687
2019,台北市,韭菜,0.24,0.24,10666.6666666667,2.56
2019,桃園市,韭菜,76.7,76.7,34594.5241199478,2653.4
2019,台中市,韭菜,14.83,14.83,14574.6459878624,216.142
2019,台南市,韭菜,1.44,1.44,10061.8055555556,14.489
2019,高雄市,韭菜,8.4,8.4,19412.619047619,163.066
2019,宜蘭縣,韭菜,30.74,30.74,23442.4202992843,720.62
2019,新竹縣,韭菜,9.07,9.02,13898.0044345898,125.36
2019,苗栗縣,韭菜,4.62,4.62,14248.0519480519,65.826
2019,彰化縣,韭菜,560.47,559.47,34195.2955475718,19131.242
2019,南投縣,韭菜,0.47,0.47,22808.5106382979,10.72
2019,雲林縣,韭菜,2.49,2.49,19009.6385542169,47.334
2019,嘉義縣,韭菜,1.25,1.25,11920,14.9
2019,屏東縣,韭菜,16.01,16.01,12617.3641474079,202.004
2019,台東縣,韭菜,2.54,2.54,16931.8897637795,43.007
2019,花蓮縣,韭菜,55.57,55.17,15943.8100416893,879.62
2019,澎湖縣,韭菜,0.02,0.02,10000,0.2
2019,基隆市,韭菜,0.48,0.48,9779.16666666667,4.694
2019,新竹市,韭菜,0.07,0.07,12357.1428571429,0.865
2019,嘉義市,韭菜,0,0,0,0
2019,金門縣,韭菜,0,0,0,0
2019,連江縣,韭菜,0,0,0,0
2019,新北市,蒜,20.01,20.01,13237.7311344328,264.887
2019,台北市,蒜,0.84,0.84,9375,7.875
2019,桃園市,蒜,4.35,4.35,14954.2528735632,65.051
2019,台中市,蒜,32.25,32.25,15196.7441860465,490.095
2019,台南市,蒜,0.1,0.1,16500,1.65
2019,高雄市,蒜,0.19,0.19,17531.5789473684,3.331
2019,宜蘭縣,蒜,117.98,117.98,23625.3602305475,2787.32
2019,新竹縣,蒜,8.68,8.68,13829.4930875576,120.04
